59809	14	83	docetaxel trihydrate	861.92510	2.38	['hydrate', 'secondary alpha-hydroxy ketone', 'addition compound', 'alpha-hydroxy ketone', 'secondary alcohol', 'heteroatomic molecular entity', 'alpha-oxyketone', 'alcohol', 'polyatomic entity', 'oxyketone', 'organic hydroxy compound', 'molecular entity', 'ketone', 'hydroxides', 'organic molecular entity', 'chemical entity', 'carbonyl compound', 'oxygen molecular entity', 'hydrogen molecular entity', 'heteroatomic molecular entity', 'carbon group molecular entity', 'organic oxo compound', 'organooxygen compound', 'chalcogen molecular entity', 's-block molecular entity', 'polyatomic entity', 'p-block molecular entity', 'organic molecule', 'organochalcogen compound', 'oxygen molecular entity', 'p-block molecular entity', 'main group molecular entity', 'molecular entity', 'organic molecular entity', 'molecule', 'heteroorganic entity', 'chalcogen molecular entity', 'main group molecular entity', 'molecular entity', 'chemical entity', 'carbon group molecular entity', 'polyatomic entity', 'organic molecular entity', 'p-block molecular entity', 'molecular entity', 'chemical entity', 'p-block molecular entity', 'molecular entity', 'carbon group molecular entity', 'main group molecular entity', 'chemical entity', 'main group molecular entity', 'chemical entity', 'p-block molecular entity', 'molecular entity', 'molecular entity', 'main group molecular entity', 'chemical entity', 'chemical entity', 'molecular entity', 'chemical entity']
64816	21	109	doxorubicin(1+)	544.52720	1.02	['anthracycline cation', 'ammonium ion derivative', 'organic cation', 'nitrogen molecular entity', 'polyatomic cation', 'organic ion', 'cation', 'pnictogen molecular entity', 'cation', 'polyatomic ion', 'organic molecular entity', 'ion', 'p-block molecular entity', 'ion', 'polyatomic entity', 'carbon group molecular entity', 'molecular entity', 'main group molecular entity', 'molecular entity', 'p-block molecular entity', 'chemical entity', 'molecular entity', 'chemical entity', 'main group molecular entity', 'chemical entity', 'molecular entity', 'chemical entity']
53233	2	12	3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide	414.32200	2.59	['organic bromide salt', 'bromide salt', 'organic halide salt', 'bromine molecular entity', 'halide salt', 'organic salt', 'halogen molecular entity', 'salt', 'halide', 'p-block molecular entity', 'heteroatomic molecular entity', 'halogen molecular entity', 'main group molecular entity', 'polyatomic entity', 'p-block molecular entity', 'molecular entity', 'main group molecular entity', 'chemical entity', 'molecular entity', 'chemical entity']
17042	5	28	tetrachlorohydroquinone	247.88968	4.09	['tetrachlorobenzene', 'chlorohydroquinones', 'chlorobenzenes', 'hydroquinones', 'benzenes', 'organochlorine compound', 'benzenediols', 'benzenoid aromatic compound', 'organohalogen compound', 'chlorine molecular entity', 'phenols', 'organic aromatic compound', 'carbocyclic compound', 'heteroorganic entity', 'halide', 'halogen molecular entity', 'organic hydroxy compound', 'aromatic compound', 'organic cyclic compound', 'homocyclic compound', 'organic molecular entity', 'halogen molecular entity', 'heteroatomic molecular entity', 'p-block molecular entity', 'hydroxides', 'cyclic compound', 'organic molecule', 'carbon group molecular entity', 'p-block molecular entity', 'polyatomic entity', 'main group molecular entity', 'oxygen molecular entity', 'hydrogen molecular entity', 'heteroatomic molecular entity', 'molecule', 'organic molecular entity', 'p-block molecular entity', 'main group molecular entity', 'molecular entity', 'chalcogen molecular entity', 's-block molecular entity', 'polyatomic entity', 'polyatomic entity', 'carbon group molecular entity', 'main group molecular entity', 'molecular entity', 'chemical entity', 'p-block molecular entity', 'molecular entity', 'p-block molecular entity', 'chemical entity', 'main group molecular entity', 'chemical entity', 'main group molecular entity', 'molecular entity', 'molecular entity', 'chemical entity', 'chemical entity']
28748	1	6	doxorubicin	543.51930	1.02	['deoxy hexoside', 'anthracycline', 'anthracycline antibiotic', 'aminoglycoside', 'tetracenequinones', 'p-quinones', 'primary alpha-hydroxy ketone', 'tertiary alpha-hydroxy ketone', 'glycoside', 'polyketide', 'anthracycline', 'carbohydrate derivative', 'acenoquinone', 'organic polycyclic compound', 'quinone', 'alpha-hydroxy ketone', 'primary alcohol', 'tertiary alcohol', 'glycosyl compound', 'organooxygen compound', 'polyketide', 'carbohydrates and carbohydrate derivatives', 'acenes', 'quinone', 'organic cyclic compound', 'polycyclic compound', 'cyclic ketone', 'alpha-oxyketone', 'alcohol', 'carbohydrate derivative', 'organochalcogen compound', 'oxygen molecular entity', 'organooxygen compound', 'benzenoid aromatic compound', 'cyclic ketone', 'organic molecule', 'cyclic compound', 'ketone', 'oxyketone', 'organic hydroxy compound', 'carbohydrates and carbohydrate derivatives', 'heteroorganic entity', 'chalcogen molecular entity', 'organochalcogen compound', 'oxygen molecular entity', 'organic aromatic compound', 'carbocyclic compound', 'ketone', 'organic molecular entity', 'molecule', 'carbonyl compound', 'hydroxides', 'organooxygen compound', 'organic molecular entity', 'p-block molecular entity', 'heteroorganic entity', 'chalcogen molecular entity', 'aromatic compound', 'organic cyclic compound', 'homocyclic compound', 'carbonyl compound', 'carbon group molecular entity', 'polyatomic entity', 'organic oxo compound', 'oxygen molecular entity', 'hydrogen molecular entity', 'heteroatomic molecular entity', 'organochalcogen compound', 'oxygen molecular entity', 'carbon group molecular entity', 'main group molecular entity', 'organic molecular entity', 'p-block molecular entity', 'cyclic compound', 'organic molecule', 'organic oxo compound', 'organooxygen compound', 'molecular entity', 'chalcogen molecular entity', 's-block molecular entity', 'polyatomic entity', 'heteroorganic entity', 'chalcogen molecular entity', 'p-block molecular entity', 'molecular entity', 'carbon group molecular entity', 'main group molecular entity', 'molecule', 'organic molecular entity', 'organic molecule', 'organochalcogen compound', 'oxygen molecular entity', 'chemical entity', 'organic molecular entity', 'p-block molecular entity', 'main group molecular entity', 'chemical entity', 'molecular entity', 'polyatomic entity', 'carbon group molecular entity', 'molecule', 'heteroorganic entity', 'chalcogen molecular entity', 'carbon group molecular entity', 'main group molecular entity', 'molecular entity', 'chemical entity', 'p-block molecular entity', 'polyatomic entity', 'organic molecular entity', 'p-block molecular entity', 'molecular entity', 'chemical entity', 'main group molecular entity', 'carbon group molecular entity', 'main group molecular entity', 'chemical entity', 'molecular entity', 'p-block molecular entity', 'molecular entity', 'chemical entity', 'main group molecular entity', 'chemical entity', 'molecular entity', 'chemical entity']
49618	2	11	gadolinium(3+)	157.25000	4.11	['monoatomic trication', 'elemental gadolinium', 'monoatomic polycation', 'trivalent inorganic cation', 'gadolinium molecular entity', 'monoatomic cation', 'inorganic cation', 'lanthanoid molecular entity', 'monoatomic ion', 'cation', 'inorganic ion', 'f-block molecular entity', 'ion', 'monoatomic entity', 'inorganic molecular entity', 'transition element molecular entity', 'molecular entity', 'elemental molecular entity', 'chemical entity', 'molecular entity', 'chemical entity']
5601	23	91	(+)-haematoxylin	302.27876	1.36	['haematoxylin', 'organic heterotetracyclic compound', 'polyphenol', 'tertiary alcohol', 'oxacycle', 'organic heteropolycyclic compound', 'phenols', 'alcohol', 'organic heterocyclic compound', 'organooxygen compound', 'organic heterocyclic compound', 'heteropolycyclic compound', 'organic aromatic compound', 'organic hydroxy compound', 'heteroorganic entity', 'heterocyclic compound', 'organic cyclic compound', 'organochalcogen compound', 'oxygen molecular entity', 'heteroorganic entity', 'heterocyclic compound', 'organic cyclic compound', 'polycyclic compound', 'aromatic compound', 'hydroxides', 'organic molecular entity', 'cyclic compound', 'organic molecule', 'chalcogen molecular entity', 'organic molecular entity', 'cyclic compound', 'organic molecule', 'oxygen molecular entity', 'hydrogen molecular entity', 'heteroatomic molecular entity', 'carbon group molecular entity', 'molecule', 'p-block molecular entity', 'carbon group molecular entity', 'molecule', 'organic molecular entity', 'chalcogen molecular entity', 's-block molecular entity', 'polyatomic entity', 'p-block molecular entity', 'main group molecular entity', 'p-block molecular entity', 'polyatomic entity', 'carbon group molecular entity', 'main group molecular entity', 'molecular entity', 'main group molecular entity', 'molecular entity', 'p-block molecular entity', 'chemical entity', 'molecular entity', 'chemical entity', 'main group molecular entity', 'chemical entity', 'molecular entity', 'chemical entity']
16526	10	49	carbon dioxide	44.010	0.326	['one-carbon compound', 'gas molecular entity', 'carbon oxide', 'organic molecular entity', 'main group molecular entity', 'organic oxide', 'organooxygen compound', 'carbon group molecular entity', 'molecular entity', 'oxide', 'organic molecule', 'organochalcogen compound', 'oxygen molecular entity', 'p-block molecular entity', 'chemical entity', 'oxygen molecular entity', 'heteroatomic molecular entity', 'organic molecular entity', 'molecule', 'heteroorganic entity', 'chalcogen molecular entity', 'main group molecular entity', 'chalcogen molecular entity', 'polyatomic entity', 'carbon group molecular entity', 'organic molecular entity', 'p-block molecular entity', 'molecular entity', 'p-block molecular entity', 'carbon group molecular entity', 'main group molecular entity', 'chemical entity', 'main group molecular entity', 'p-block molecular entity', 'molecular entity', 'molecular entity', 'main group molecular entity', 'chemical entity', 'chemical entity', 'molecular entity', 'chemical entity']
16842	30	126	formaldehyde	30.02598	-0.0197	['one-carbon compound', 'aldehyde', 'organic molecular entity', 'carbonyl compound', 'carbon group molecular entity', 'organic oxo compound', 'organooxygen compound', 'p-block molecular entity', 'organic molecule', 'organochalcogen compound', 'oxygen molecular entity', 'main group molecular entity', 'organic molecular entity', 'molecule', 'heteroorganic entity', 'chalcogen molecular entity', 'molecular entity', 'carbon group molecular entity', 'polyatomic entity', 'organic molecular entity', 'p-block molecular entity', 'chemical entity', 'p-block molecular entity', 'molecular entity', 'carbon group molecular entity', 'main group molecular entity', 'main group molecular entity', 'chemical entity', 'p-block molecular entity', 'molecular entity', 'molecular entity', 'main group molecular entity', 'chemical entity', 'chemical entity', 'molecular entity', 'chemical entity']
53258	11	59	sodium citrate	258.06900	-1.33	['organic sodium salt', 'sodium salt', 'organic salt', 'sodium molecular entity', 'alkali metal salt', 'salt', 'alkali metal molecular entity', 'salt', 'heteroatomic molecular entity', 's-block molecular entity', 'heteroatomic molecular entity', 'polyatomic entity', 'main group molecular entity', 'polyatomic entity', 'molecular entity', 'molecular entity', 'chemical entity', 'chemical entity']
16240	7	31	hydrogen peroxide	34.01468	-0.145	['inorganic peroxide', 'reactive oxygen species', 'inorganic oxide', 'peroxides', 'oxygen molecular entity', 'oxide', 'inorganic molecular entity', 'chalcogen molecular entity', 'oxygen molecular entity', 'heteroatomic molecular entity', 'molecular entity', 'p-block molecular entity', 'chalcogen molecular entity', 'polyatomic entity', 'chemical entity', 'main group molecular entity', 'p-block molecular entity', 'molecular entity', 'main group molecular entity', 'chemical entity', 'molecular entity', 'chemical entity']
57586	23	104	biotinate	243.30300	-0.568	['monocarboxylic acid anion', 'carboxylic acid anion', 'organic anion', 'oxoanion', 'organic ion', 'anion', 'oxide', 'polyatomic anion', 'organic molecular entity', 'ion', 'oxygen molecular entity', 'heteroatomic molecular entity', 'anion', 'polyatomic ion', 'carbon group molecular entity', 'molecular entity', 'chalcogen molecular entity', 'polyatomic entity', 'ion', 'p-block molecular entity', 'chemical entity', 'molecular entity', 'main group molecular entity', 'chemical entity', 'molecular entity', 'chemical entity']
68478	9	61	everolimus	958.22440	4.1	['primary alcohol', 'secondary alcohol', 'ether', 'macrocyclic lactone', 'lactam', 'cyclic ketone', 'cyclic acetal', 'alcohol', 'organooxygen compound', 'lactone', 'macrocycle', 'cyclic amide', 'organonitrogen heterocyclic compound', 'carboxamide', 'ketone', 'acetal', 'organic heterocyclic compound', 'organic hydroxy compound', 'organochalcogen compound', 'oxygen molecular entity', 'carboxylic ester', 'oxacycle', 'ester', 'cyclic compound', 'amide', 'organic heterocyclic compound', 'organonitrogen compound', 'organooxygen compound', 'primary amide', 'carbonyl compound', 'heteroorganic entity', 'heterocyclic compound', 'organic cyclic compound', 'hydroxides', 'organic molecular entity', 'heteroorganic entity', 'chalcogen molecular entity', 'carbonyl compound', 'ester', 'organic heterocyclic compound', 'organooxygen compound', 'molecule', 'nitrogen molecular entity', 'heterocyclic compound', 'organic cyclic compound', 'organochalcogen compound', 'oxygen molecular entity', 'amide', 'organic oxo compound', 'cyclic compound', 'organic molecule', 'oxygen molecular entity', 'hydrogen molecular entity', 'heteroatomic molecular entity', 'carbon group molecular entity', 'organic molecular entity', 'p-block molecular entity', 'organic oxo compound', 'organooxygen compound', 'heteroorganic entity', 'heterocyclic compound', 'organic cyclic compound', 'organochalcogen compound', 'polyatomic entity', 'pnictogen molecular entity', 'cyclic compound', 'organic molecule', 'chalcogen molecular entity', 'nitrogen molecular entity', 'molecule', 'chalcogen molecular entity', 's-block molecular entity', 'polyatomic entity', 'p-block molecular entity', 'carbon group molecular entity', 'main group molecular entity', 'organic molecule', 'organochalcogen compound', 'oxygen molecular entity', 'organic molecular entity', 'cyclic compound', 'heteroorganic entity', 'molecular entity', 'molecule', 'pnictogen molecular entity', 'p-block molecular entity', 'main group molecular entity', 'molecular entity', 'organic molecular entity', 'molecule', 'heteroorganic entity', 'chalcogen molecular entity', 'carbon group molecular entity', 'chemical entity', 'polyatomic entity', 'main group molecular entity', 'molecular entity', 'chemical entity', 'carbon group molecular entity', 'polyatomic entity', 'organic molecular entity', 'p-block molecular entity', 'molecular entity', 'chemical entity', 'p-block molecular entity', 'carbon group molecular entity', 'main group molecular entity', 'chemical entity', 'main group molecular entity', 'p-block molecular entity', 'molecular entity', 'molecular entity', 'main group molecular entity', 'chemical entity', 'chemical entity', 'molecular entity', 'chemical entity']
36064	10	63	taxane	276.49984	7.83	['terpenoid fundamental parent', 'diterpene', 'natural product fundamental parent', 'terpene', 'organic fundamental parent', 'hydrocarbon', 'isoprenoid', 'organic molecular entity', 'organic hydride', 'organic fundamental parent', 'lipid', 'carbon group molecular entity', 'hydrides', 'organic molecular entity', 'organic hydride', 'p-block molecular entity', 'hydrogen molecular entity', 'heteroatomic molecular entity', 'carbon group molecular entity', 'hydrides', 'main group molecular entity', 's-block molecular entity', 'polyatomic entity', 'p-block molecular entity', 'hydrogen molecular entity', 'heteroatomic molecular entity', 'molecular entity', 'main group molecular entity', 's-block molecular entity', 'polyatomic entity', 'chemical entity', 'molecular entity', 'main group molecular entity', 'chemical entity', 'molecular entity', 'chemical entity']
41774	36	204	tamoxifen	371.51460	5.81	['tertiary amino compound', 'stilbenoid', 'organic amino compound', 'olefinic compound', 'organic aromatic compound', 'organonitrogen compound', 'organic molecular entity', 'aromatic compound', 'organic cyclic compound', 'heteroorganic entity', 'nitrogen molecular entity', 'carbon group molecular entity', 'cyclic compound', 'organic molecule', 'organic molecular entity', 'pnictogen molecular entity', 'p-block molecular entity', 'molecule', 'carbon group molecular entity', 'p-block molecular entity', 'main group molecular entity', 'polyatomic entity', 'p-block molecular entity', 'main group molecular entity', 'molecular entity', 'main group molecular entity', 'molecular entity', 'chemical entity', 'molecular entity', 'chemical entity', 'chemical entity']
46345	8	44	5-fluorouracil	130.07730	-0.536	['nucleobase analogue', 'organofluorine compound', 'organic cyclic compound', 'organohalogen compound', 'fluorine molecular entity', 'organic molecule', 'cyclic compound', 'heteroorganic entity', 'halide', 'halogen molecular entity', 'organic molecular entity', 'molecule', 'halogen molecular entity', 'heteroatomic molecular entity', 'p-block molecular entity', 'carbon group molecular entity', 'polyatomic entity', 'p-block molecular entity', 'main group molecular entity', 'p-block molecular entity', 'molecular entity', 'main group molecular entity', 'main group molecular entity', 'chemical entity', 'molecular entity', 'molecular entity', 'chemical entity', 'chemical entity']
78897	12	65	trypan blue	960.80500	0.341	['organosulfonate salt', 'organic sodium salt', 'organic salt', 'organosulfur compound', 'sodium salt', 'salt', 'organochalcogen compound', 'sulfur molecular entity', 'sodium molecular entity', 'alkali metal salt', 'heteroatomic molecular entity', 'heteroorganic entity', 'chalcogen molecular entity', 'alkali metal molecular entity', 'salt', 'polyatomic entity', 'organic molecular entity', 'p-block molecular entity', 's-block molecular entity', 'heteroatomic molecular entity', 'molecular entity', 'carbon group molecular entity', 'main group molecular entity', 'polyatomic entity', 'chemical entity', 'p-block molecular entity', 'molecular entity', 'main group molecular entity', 'chemical entity', 'molecular entity', 'chemical entity']
60255	13	73	puromycin(1+)	472.51750	0.03	['organic cation', 'organic ion', 'cation', 'organic molecular entity', 'ion', 'carbon group molecular entity', 'molecular entity', 'p-block molecular entity', 'chemical entity', 'main group molecular entity', 'molecular entity', 'chemical entity']
77702	8	41	S-nitroso-N-acetyl-D-penicillamine	220.24600	0.365	['nitroso compound', 'nitrogen molecular entity', 'pnictogen molecular entity', 'p-block molecular entity', 'main group molecular entity', 'molecular entity', 'chemical entity']
41688	36	201	crystal violet	407.97900	4.71	['organic chloride salt', 'chloride salt', 'organic halide salt', 'halide salt', 'chlorine molecular entity', 'organic salt', 'salt', 'halide', 'halogen molecular entity', 'heteroatomic molecular entity', 'halogen molecular entity', 'p-block molecular entity', 'polyatomic entity', 'p-block molecular entity', 'main group molecular entity', 'molecular entity', 'main group molecular entity', 'chemical entity', 'molecular entity', 'chemical entity']
29149	1	6	periodic acid	191.91001	-0.641	['iodine oxoacid', 'halogen oxoacid', 'iodine molecular entity', 'oxoacid', 'halogen molecular entity', 'hydroxides', 'p-block molecular entity', 'oxygen molecular entity', 'hydrogen molecular entity', 'heteroatomic molecular entity', 'main group molecular entity', 'chalcogen molecular entity', 's-block molecular entity', 'polyatomic entity', 'molecular entity', 'p-block molecular entity', 'main group molecular entity', 'molecular entity', 'chemical entity', 'main group molecular entity', 'molecular entity', 'chemical entity', 'molecular entity', 'chemical entity', 'chemical entity']
47013	4	22	D-ribofuranose	150.12990	-2.4	['ribofuranose', 'D-ribose', 'ribose', 'aldopentose', 'aldose', 'pentose', 'monosaccharide', 'carbohydrate', 'carbohydrates and carbohydrate derivatives', 'organooxygen compound', 'organochalcogen compound', 'oxygen molecular entity', 'heteroorganic entity', 'chalcogen molecular entity', 'organic molecular entity', 'p-block molecular entity', 'carbon group molecular entity', 'main group molecular entity', 'p-block molecular entity', 'molecular entity', 'main group molecular entity', 'chemical entity', 'molecular entity', 'chemical entity']
